,Rig Count
2020-08-27,8.0
2020-08-28,8.0
2020-08-29,8.0
2020-08-30,8.0
2020-08-31,8.0
2020-09-01,8.0
2020-09-02,8.0
2020-09-03,8.0
2020-09-04,8.0
2020-09-05,8.0
2020-09-06,8.0
2020-09-07,8.0
2020-09-08,8.0
2020-09-09,8.0
2020-09-10,8.0
2020-09-11,8.0
2020-09-12,8.0
2020-09-13,8.0
2020-09-14,8.0
2020-09-15,8.0
2020-09-16,8.0
2020-09-17,8.0
2020-09-18,8.0
2020-09-19,8.0
2020-09-20,8.0
2020-09-21,8.0
2020-09-22,8.0
2020-09-23,8.0
2020-09-24,8.0
2020-09-25,8.0
2020-09-26,8.0
2020-09-27,8.0
2020-09-28,8.0
2020-09-29,8.0
2020-09-30,8.0
2020-10-01,8.0
2020-10-02,8.0
2020-10-03,9.0
2020-10-04,9.0
2020-10-05,9.0
2020-10-06,9.0
2020-10-07,9.0
2020-10-08,9.0
2020-10-09,9.0
2020-10-10,11.0
2020-10-11,11.0
2020-10-12,11.0
2020-10-13,11.0
2020-10-14,11.0
2020-10-15,11.0
2020-10-16,11.0
2020-10-17,11.0
2020-10-18,11.0
2020-10-19,11.0
2020-10-20,11.0
2020-10-21,11.0
2020-10-22,11.0
2020-10-23,11.0
2020-10-24,11.0
2020-10-25,11.0
2020-10-26,11.0
2020-10-27,11.0
2020-10-28,11.0
2020-10-29,11.0
2020-10-30,11.0
2020-10-31,12.0
2020-11-01,12.0
2020-11-02,12.0
2020-11-03,12.0
2020-11-04,12.0
2020-11-05,12.0
2020-11-06,12.0
2020-11-07,13.0
2020-11-08,13.0
2020-11-09,13.0
2020-11-10,13.0
2020-11-11,13.0
2020-11-12,13.0
2020-11-13,13.0
2020-11-14,12.0
2020-11-15,12.0
2020-11-16,12.0
2020-11-17,12.0
2020-11-18,12.0
2020-11-19,12.0
2020-11-20,12.0
2020-11-21,11.0
2020-11-22,11.0
2020-11-23,11.0
2020-11-24,11.0
2020-11-25,11.0
2020-11-26,11.0
2020-11-27,11.0
2020-11-28,11.0
2020-11-29,11.0
2020-11-30,11.0
2020-12-01,11.0
2020-12-02,11.0
2020-12-03,11.0
2020-12-04,11.0
2020-12-05,11.0
2020-12-06,11.0
2020-12-07,11.0
2020-12-08,11.0
2020-12-09,11.0
2020-12-10,11.0
2020-12-11,11.0
2020-12-12,11.0
2020-12-13,11.0
2020-12-14,11.0
2020-12-15,11.0
2020-12-16,11.0
2020-12-17,11.0
2020-12-18,11.0
2020-12-19,11.0
2020-12-20,11.0
2020-12-21,11.0
2020-12-22,11.0
2020-12-23,11.0
2020-12-24,11.0
2020-12-25,11.0
2020-12-26,11.0
2020-12-27,11.0
2020-12-28,11.0
2020-12-29,11.0
2020-12-30,11.0
2020-12-31,11.0
2021-01-01,11.0
2021-01-02,11.0
2021-01-03,11.0
2021-01-04,11.0
2021-01-05,11.0
2021-01-06,11.0
2021-01-07,11.0
2021-01-08,11.0
2021-01-09,11.0
2021-01-10,11.0
2021-01-11,11.0
2021-01-12,11.0
2021-01-13,11.0
2021-01-14,11.0
2021-01-15,11.0
2021-01-16,11.0
2021-01-17,11.0
2021-01-18,11.0
2021-01-19,11.0
2021-01-20,11.0
2021-01-21,11.0
2021-01-22,11.0
2021-01-23,12.0
2021-01-24,12.0
2021-01-25,12.0
2021-01-26,12.0
2021-01-27,12.0
2021-01-28,12.0
2021-01-29,12.0
2021-01-30,12.0
2021-01-31,12.0
